online user,# Spark workers,number of VMs,size of data,Amount of memory of workers,# cores of workers,total memory of VMs/local machine,#cores of VMs,think time,type of ML task,on-prem,throughput
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,0
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,3
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,6.1666
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,5.777
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,6.666
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.444
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.142
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.625
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.407
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.8
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.636
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.9444
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.82
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.119
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,7.977
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.208
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.078
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.296
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.157
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.45
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.476
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.818
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,8.739
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.041
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.04
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.307
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.296
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.535
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.482
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.7
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.64516129
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.875
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.818181818
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.02941176
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,9.971428571
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.13888889
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.08108108
15,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.26315789
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.20512821
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.375
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.3495935
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.51587302
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.45736434
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.58333333
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.52592593
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.64492754
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.61702128
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.72916667
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.67346939
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.80666667
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.75163399
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.87820513
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.82389937
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.94444444
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.91515152
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,11.0297619
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.97660819
20,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,11.06321839
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,11.03389831
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,11.07777778
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.99453552
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,11.00537634
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.92592593
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.94270833
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.86666667
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.88383838
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.8159204
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.83823529
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.76328502
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.78095238
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.71361502
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.74074074
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.67579909
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.6981982
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.63555556
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.65350877
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.5974026
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.61965812
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.56118143
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.60416667
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.57201646
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.60569106
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.56626506
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.60714286
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.56862745
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.61627907
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.57854406
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.64015152
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.60299625
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.65555556
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.61904762
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.67028986
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.64157706
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.69858156
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.66315789
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.71875
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.69072165
10,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.73809524
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.71043771
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.74333333
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.69636964
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.70915033
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.66343042
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.67628205
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.63174603
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.64465409
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.60124611
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.61419753
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.57186544
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.58484848
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.54354354
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.55357143
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.51622419
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.52631579
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.48985507
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.50287356
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.46438746
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.47457627
5,1,1,100 KB,14 GB,4,64 GB,16,0,feature selection,0,10.43417367
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,0
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.5
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.333333333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,7.583333333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.2
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,7.777777778
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.238095238
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,7.875
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.185185185
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,7.933333333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.212121212
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,7.972222222
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.256410256
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.095238095
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.333333333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.208333333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.411764706
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.259259259
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.596491228
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.566666667
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.920634921
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,8.924242424
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,9.275362319
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,9.263888889
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,9.573333333
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,9.512820513
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,9.75308642
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,9.726190476
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,9.942528736
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,9.877777778
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.13978495
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.07291667
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.25252525
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.21568627
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.40952381
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.34259259
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.54954955
15,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.50877193
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.66666667
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.63333333
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.76422764
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.6984127
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.85271318
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.78787879
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.93333333
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.50724638
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.0070922
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.94444444
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.04761905
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.98666667
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.11111111
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.05128205
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.19496855
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.13580247
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.27272727
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.21428571
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.32163743
20,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.28735632
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.33333333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.24444444
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.26229508
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.1827957
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.2010582
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.11458333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.12307692
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.04545455
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,11.04975124
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.97058824
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.98067633
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.90952381
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.92488263
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.85185185
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.86757991
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.7972973
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.80444444
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.73245614
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.74458874
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.67948718
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.72151899
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.67916667
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.73662551
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.70325203
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.75903614
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.71031746
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.75686275
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.71705426
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.77011494
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.73863636
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.80524345
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.76666667
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.80952381
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.77173913
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.82078853
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.78368794
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.83157895
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.80902778
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.86254296
10,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.83333333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.87205387
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.82333333
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.8349835
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.7875817
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.7961165
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.74679487
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.75555556
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.71069182
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.71962617
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.67901235
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.6941896
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.64848485
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.66066066
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.61904762
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.62831858
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.58479532
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.59130435
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.55172414
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.56410256
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.52259887
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.48459384
5,2,1,100 KB,28 GB,8,64 GB,16,0,feature selection,0,10.39722222
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,0
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,0.333333333
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,3.833333333
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,4
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,5.583333333
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,5.533333333
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,6.333333333
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,6.19047619
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,6.75
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,6.62962963
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.066666667
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,6.878787879
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.222222222
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.076923077
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.357142857
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.266666667
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.520833333
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.392156863
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.592592593
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.49122807
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.75
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,7.761904762
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,8.090909091
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,8.086956522
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,8.333333333
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,8.32
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,8.615384615
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,8.592592593
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,8.857142857
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,8.827586207
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.066666667
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.21875
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.181818182
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.411764706
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.371428571
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.583333333
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.540540541
15,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.710526316
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.666666667
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.808333333
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.764227642
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.912698413
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.899224806
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.03787879
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,9.992592593
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.0942029
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.04964539
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.17361111
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.1292517
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.24666667
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.22875817
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.36538462
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.32075472
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.45061728
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.40606061
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.5297619
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.50877193
20,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.62643678
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.5819209
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.67777778
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.6010929
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.62903226
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.55555556
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,1.019076305
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.5025641
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.51515152
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.44278607
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.45588235
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.38164251
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.4047619
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.342723
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.37037037
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.31050228
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.33333333
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.27555556
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.29385965
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.23809524
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.25641026
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.19831224
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.23333333
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.20576132
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.26829268
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.23293173
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.3015873
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.26666667
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.3255814
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.29118774
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.34848485
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.31460674
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.37037037
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.34432234
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.39855072
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.37275986
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.42553191
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.4
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.45138889
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.42611684
10,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.4829932
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.45117845
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.49
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.44554455
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.46078431
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.41747573
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.43589744
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.39365079
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.40566038
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.36448598
5,3,1,100 KB,42 GB,12,64 GB,16,0,feature selection,0,10.37345679
