Time,online user,Ave response time
2022-09-02 8:43,5,29.84165916
2022-09-02 8:43,5,22.07624803
2022-09-02 8:43,5,18.96772623
2022-09-02 8:44,5,17.36339184
2022-09-02 8:44,5,15.83491569
2022-09-02 8:44,5,15.83491569
2022-09-02 8:44,5,15.15010554
2022-09-02 8:45,5,14.81233992
2022-09-02 8:45,5,14.55688355
2022-09-02 8:45,5,14.37067601
2022-09-02 8:45,5,14.09070171
2022-09-02 8:46,5,14.09070171
2022-09-02 8:46,5,13.92021943
2022-09-02 8:46,5,13.85114582
2022-09-02 8:46,5,13.77272767
2022-09-02 8:47,5,13.6866819
2022-09-02 8:47,5,13.54641482
2022-09-02 8:47,5,13.49418001
2022-09-02 8:47,5,13.44867343
2022-09-02 8:48,5,13.44867343
2022-09-02 8:48,15,16.19021514
2022-09-02 8:48,15,16.19021514
2022-09-02 8:48,15,16.19021514
2022-09-02 8:49,15,18.34640291
2022-09-02 8:49,15,18.34640291
2022-09-02 8:49,15,18.34640291
2022-09-02 8:49,15,20.07913925
2022-09-02 8:50,15,20.07913925
2022-09-02 8:50,15,21.53308288
2022-09-02 8:50,15,21.53308288
2022-09-02 8:50,15,22.75352589
2022-09-02 8:51,15,22.75352589
2022-09-02 8:51,15,22.75352589
2022-09-02 8:51,15,23.81801242
2022-09-02 8:51,15,23.81801242
2022-09-02 8:52,15,24.67215891
2022-09-02 8:52,15,24.67215891
2022-09-02 8:52,15,24.67215891
2022-09-02 8:52,15,25.39782201
2022-09-02 8:53,15,25.39782201
2022-09-02 8:53,15,26.09445516
2022-09-02 8:53,15,26.09445516
2022-09-02 8:53,15,26.09445516
2022-09-02 8:54,15,26.09445516
2022-09-02 8:54,20,27.82641538
2022-09-02 8:54,20,27.82641538
2022-09-02 8:54,20,29.26788877
2022-09-02 8:55,20,29.26788877
2022-09-02 8:55,20,29.26788877
2022-09-02 8:55,20,29.26788877
2022-09-02 8:55,20,30.53845152
2022-09-02 8:56,20,30.53845152
2022-09-02 8:56,20,30.53845152
2022-09-02 8:56,20,31.57810923
2022-09-02 8:56,20,31.57810923
2022-09-02 8:57,20,31.57810923
2022-09-02 8:57,20,32.53487415
2022-09-02 8:57,20,32.53487415
2022-09-02 8:57,20,32.53487415
2022-09-02 8:58,20,32.53487415
2022-09-02 8:58,20,33.39685455
2022-09-02 8:58,20,33.39685455
2022-09-02 8:58,20,33.39685455
2022-09-02 8:59,20,34.13991154
2022-09-02 8:59,5,33.59039647
2022-09-02 8:59,5,33.32347396
2022-09-02 8:59,5,33.06522266
2022-09-02 9:00,5,32.81355828
2022-09-02 9:00,5,32.31959833
2022-09-02 9:00,5,32.31959833
2022-09-02 9:00,5,31.85257366
2022-09-02 9:01,5,31.62681246
2022-09-02 9:01,5,31.40900716
2022-09-02 9:01,5,31.19773133
2022-09-02 9:01,5,30.77736884
2022-09-02 9:02,5,30.57523635
2022-09-02 9:02,5,30.37855385
2022-09-02 9:02,5,30.18406782
2022-09-02 9:02,5,29.81026391
2022-09-02 9:03,5,29.81026391
2022-09-02 9:03,5,29.44433627
2022-09-02 9:03,5,29.27005401
2022-09-02 9:03,5,29.09776265
2022-09-02 9:04,5,28.93320089
2022-09-02 9:04,5,28.7677326
2022-09-02 9:04,10,28.67113644
2022-09-02 9:04,10,28.67113644
2022-09-02 9:05,10,28.58546721
2022-09-02 9:05,10,28.50233929
2022-09-02 9:05,10,28.50233929
2022-09-02 9:05,10,28.41875552
2022-09-02 9:06,10,28.41875552
2022-09-02 9:06,10,28.3410959
2022-09-02 9:06,10,28.2610845
2022-09-02 9:06,10,28.2610845
2022-09-02 9:07,10,28.18871781
2022-09-02 9:07,10,28.12149535
2022-09-02 9:07,10,28.12149535
2022-09-02 9:07,10,28.05475049
2022-09-02 9:08,10,28.05475049
2022-09-02 9:08,10,27.99339666
2022-09-02 9:08,10,27.99339666
2022-09-02 9:08,10,27.93487728
2022-09-02 9:09,10,27.87608703
2022-09-02 9:09,10,27.87608703
2022-09-02 9:09,10,27.81891267
2022-09-02 9:09,5,27.58229145
2022-09-02 9:10,5,27.46485222
2022-09-02 9:10,5,27.35134347
2022-09-02 9:10,5,27.23757536
2022-09-02 9:10,5,27.01421861
2022-09-02 9:11,5,27.01421861
2022-09-02 9:11,5,26.79895407
2022-09-02 9:11,5,26.6923867
2022-09-02 9:11,5,26.58845703
2022-09-02 9:12,5,26.48645107
2022-09-02 9:12,5,26.28374812
2022-09-02 9:12,5,26.18679967
2022-09-02 9:12,5,26.09096134
2022-09-02 9:13,5,25.99803214
2022-09-02 9:13,5,25.81390775
2022-09-02 9:13,5,25.81390775
2022-09-02 9:13,5,25.63508271
2022-09-02 9:14,5,25.54678877
2022-09-02 9:14,5,25.45886569
2022-09-02 9:14,5,25.37155481
2022-09-02 9:14,5,25.37155481
